"call","position","mismatch","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","mean","reads","mean_match_and_miss","reads_match_and_miss","empirical_qscore","group"
"miss",4,2,0,0,496,0,0,0,0,0,0,0,0,0,0,247712,0,0,0,0,0,0,0,0,0,0,0,0,0,77566,0,0,0,0,49260,0,0,0,0,0,293788,0,254679,30.5824833974192,923501,37.7140466089403,138494245,21.7599435702455,"HiSeq2500 Rapid-Run"
"miss",5,2,0,0,210,0,0,0,0,0,0,0,0,0,0,407777,0,0,0,0,0,0,0,0,0,0,0,0,0,208324,0,0,0,0,83195,0,0,0,0,0,365117,0,305096,28.9598048942885,1369719,37.776858706295,138494245,20.0480024697019,"HiSeq2500 Rapid-Run"
"miss",6,2,0,0,1101,0,0,0,0,0,0,0,0,0,0,351922,0,0,0,0,0,0,0,0,0,0,0,0,0,96522,0,0,0,0,47557,0,0,0,0,0,256966,0,222762,28.0297431487567,976830,37.8190088981676,138494245,21.5161273805609,"HiSeq2500 Rapid-Run"
"miss",7,2,0,0,7065,0,0,0,0,0,0,0,0,0,0,425104,0,0,0,0,0,0,0,0,0,0,0,0,0,143756,0,0,0,0,55715,0,0,0,0,0,209009,0,175708,25.7541749601764,1016357,37.6249164280762,120910822,20.7541889103608,"HiSeq2500 Rapid-Run"
"miss",8,2,0,0,151,0,0,0,0,0,0,0,0,0,0,215131,0,0,0,0,0,0,0,0,0,0,0,0,0,56161,0,0,0,0,24973,0,0,0,0,0,87995,0,78463,25.049620415059,462874,37.7457142313968,78480322,22.2929798945732,"HiSeq2500 Rapid-Run"
"miss",9,2,0,0,4,0,0,0,0,0,0,0,0,0,0,11725,0,0,0,0,0,0,0,0,0,0,0,0,0,1299,0,0,0,0,710,0,0,0,0,0,3255,0,1178,20.969456826812,18171,37.6988110396862,7472495,26.1408680473309,"HiSeq2500 Rapid-Run"
"miss",1,3,0,0,277,0,0,0,0,0,0,0,0,0,0,637950,0,0,0,0,0,0,0,0,0,0,0,0,0,267875,0,0,0,0,180424,0,0,0,0,0,1009685,0,374349,30.2126185965935,2470560,36.853693920012,141271183,17.5725817631882,"HiSeq2500 Rapid-Run"
"miss",2,3,0,0,113,0,0,0,0,0,0,0,0,0,0,517795,0,0,0,0,0,0,0,0,0,0,0,0,0,163142,0,0,0,0,135421,0,0,0,0,0,925704,0,552600,31.7027242322232,2294775,37.3780263664954,141271183,17.8931347204897,"HiSeq2500 Rapid-Run"
"miss",3,3,0,0,117,0,0,0,0,0,0,0,0,0,0,340188,0,0,0,0,0,0,0,0,0,0,0,0,0,142859,0,0,0,0,122169,0,0,0,0,0,821801,0,635650,33.3741763558375,2062784,37.668438990845,141271183,18.3559982780534,"HiSeq2500 Rapid-Run"
"miss",4,3,0,0,509,0,0,0,0,0,0,0,0,0,0,358463,0,0,0,0,0,0,0,0,0,0,0,0,0,134699,0,0,0,0,120993,0,0,0,0,0,810698,0,680077,33.3323786630722,2105439,37.6754224462041,141271183,18.2671091863767,"HiSeq2500 Rapid-Run"
"miss",5,3,0,0,224,0,0,0,0,0,0,0,0,0,0,523712,0,0,0,0,0,0,0,0,0,0,0,0,0,271945,0,0,0,0,162353,0,0,0,0,0,953520,0,877325,32.5101135536139,2789079,37.7380521404708,141271183,17.045927662163,"HiSeq2500 Rapid-Run"
"miss",6,3,0,0,1164,0,0,0,0,0,0,0,0,0,0,457351,0,0,0,0,0,0,0,0,0,0,0,0,0,149083,0,0,0,0,118619,0,0,0,0,0,750725,0,684353,32.2355856095535,2161295,37.7784458419945,141271183,18.15339533188,"HiSeq2500 Rapid-Run"
"miss",7,3,0,0,7155,0,0,0,0,0,0,0,0,0,0,495278,0,0,0,0,0,0,0,0,0,0,0,0,0,178597,0,0,0,0,95343,0,0,0,0,0,485173,0,429291,29.5322571010689,1690837,37.5946036197145,122606741,18.6041260586113,"HiSeq2500 Rapid-Run"
"miss",8,3,0,0,156,0,0,0,0,0,0,0,0,0,0,257258,0,0,0,0,0,0,0,0,0,0,0,0,0,72270,0,0,0,0,41022,0,0,0,0,0,197955,0,177881,28.459470465158,746542,37.7239171732672,79158694,20.2544437449194,"HiSeq2500 Rapid-Run"
"miss",9,3,0,0,4,0,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,0,0,0,0,0,0,0,0,0,1573,0,0,0,0,1162,0,0,0,0,0,7208,0,3577,24.9871100317579,26765,37.6878145613096,7502512,24.4763945101651,"HiSeq2500 Rapid-Run"
"miss",1,4,0,0,278,0,0,0,0,0,0,0,0,0,0,641739,0,0,0,0,0,0,0,0,0,0,0,0,0,269243,0,0,0,0,182613,0,0,0,0,0,1026800,0,381727,30.2684702685422,2502400,36.8528554778514,141341422,17.5191272494695,"HiSeq2500 Rapid-Run"
"miss",2,4,0,0,113,0,0,0,0,0,0,0,0,0,0,522105,0,0,0,0,0,0,0,0,0,0,0,0,0,165246,0,0,0,0,138943,0,0,0,0,0,951393,0,569585,31.7935673100067,2347385,37.3771237564031,141341422,17.7968513125173,"HiSeq2500 Rapid-Run"
"miss",3,4,0,0,117,0,0,0,0,0,0,0,0,0,0,343025,0,0,0,0,0,0,0,0,0,0,0,0,0,144151,0,0,0,0,124273,0,0,0,0,0,837447,0,648417,33.4161511945572,2097430,37.6674932703026,141341422,18.28581980805,"HiSeq2500 Rapid-Run"
"miss",4,4,0,0,512,0,0,0,0,0,0,0,0,0,0,361431,0,0,0,0,0,0,0,0,0,0,0,0,0,135940,0,0,0,0,123178,0,0,0,0,0,826047,0,692388,33.3709476437441,2139496,37.6745215921204,141341422,18.1995797746261,"HiSeq2500 Rapid-Run"
"miss",5,4,0,0,224,0,0,0,0,0,0,0,0,0,0,526870,0,0,0,0,0,0,0,0,0,0,0,0,0,273498,0,0,0,0,164942,0,0,0,0,0,973142,0,897164,32.5752877454299,2835840,37.7371248606796,141341422,16.9758773231121,"HiSeq2500 Rapid-Run"
"miss",6,4,0,0,1170,0,0,0,0,0,0,0,0,0,0,461015,0,0,0,0,0,0,0,0,0,0,0,0,0,150867,0,0,0,0,121353,0,0,0,0,0,770470,0,704568,32.3216394358216,2209443,37.7775349819248,141341422,18.059866543681,"HiSeq2500 Rapid-Run"
"miss",7,4,0,0,7159,0,0,0,0,0,0,0,0,0,0,497548,0,0,0,0,0,0,0,0,0,0,0,0,0,179243,0,0,0,0,96310,0,0,0,0,0,491174,0,435443,29.5781447637996,1706877,37.5938418736488,122652144,18.5647291785955,"HiSeq2500 Rapid-Run"
"miss",8,4,0,0,156,0,0,0,0,0,0,0,0,0,0,259330,0,0,0,0,0,0,0,0,0,0,0,0,0,73013,0,0,0,0,42049,0,0,0,0,0,203704,0,183598,28.5793699547155,761850,37.7231761073784,79181265,20.1675296387658,"HiSeq2500 Rapid-Run"
"miss",9,4,0,0,4,0,0,0,0,0,0,0,0,0,0,13288,0,0,0,0,0,0,0,0,0,0,0,0,0,1623,0,0,0,0,1280,0,0,0,0,0,8159,0,3957,25.6386210306948,28311,37.6876233995373,7504080,24.2334224558326,"HiSeq2500 Rapid-Run"
"miss",1,5,0,0,278,0,0,0,0,0,0,0,0,0,0,641739,0,0,0,0,0,0,0,0,0,0,0,0,0,269243,0,0,0,0,182613,0,0,0,0,0,1026800,0,381727,30.2684702685422,2502400,36.8528554778514,141341422,17.5191272494695,"HiSeq2500 Rapid-Run"
"miss",2,5,0,0,113,0,0,0,0,0,0,0,0,0,0,522105,0,0,0,0,0,0,0,0,0,0,0,0,0,165246,0,0,0,0,138943,0,0,0,0,0,951393,0,569585,31.7935673100067,2347385,37.3771237564031,141341422,17.7968513125173,"HiSeq2500 Rapid-Run"
"miss",3,5,0,0,117,0,0,0,0,0,0,0,0,0,0,343025,0,0,0,0,0,0,0,0,0,0,0,0,0,144151,0,0,0,0,124273,0,0,0,0,0,837447,0,648417,33.4161511945572,2097430,37.6674932703026,141341422,18.28581980805,"HiSeq2500 Rapid-Run"
"miss",4,5,0,0,512,0,0,0,0,0,0,0,0,0,0,361431,0,0,0,0,0,0,0,0,0,0,0,0,0,135940,0,0,0,0,123178,0,0,0,0,0,826047,0,692388,33.3709476437441,2139496,37.6745215921204,141341422,18.1995797746261,"HiSeq2500 Rapid-Run"
"miss",5,5,0,0,224,0,0,0,0,0,0,0,0,0,0,526870,0,0,0,0,0,0,0,0,0,0,0,0,0,273498,0,0,0,0,164942,0,0,0,0,0,973142,0,897164,32.5752877454299,2835840,37.7371248606796,141341422,16.9758773231121,"HiSeq2500 Rapid-Run"
"miss",6,5,0,0,1170,0,0,0,0,0,0,0,0,0,0,461015,0,0,0,0,0,0,0,0,0,0,0,0,0,150867,0,0,0,0,121353,0,0,0,0,0,770470,0,704568,32.3216394358216,2209443,37.7775349819248,141341422,18.059866543681,"HiSeq2500 Rapid-Run"
"miss",7,5,0,0,7159,0,0,0,0,0,0,0,0,0,0,497548,0,0,0,0,0,0,0,0,0,0,0,0,0,179243,0,0,0,0,96310,0,0,0,0,0,491174,0,435443,29.5781447637996,1706877,37.5938418736488,122652144,18.5647291785955,"HiSeq2500 Rapid-Run"
"miss",8,5,0,0,156,0,0,0,0,0,0,0,0,0,0,259330,0,0,0,0,0,0,0,0,0,0,0,0,0,73013,0,0,0,0,42049,0,0,0,0,0,203704,0,183598,28.5793699547155,761850,37.7231761073784,79181265,20.1675296387658,"HiSeq2500 Rapid-Run"
"miss",9,5,0,0,4,0,0,0,0,0,0,0,0,0,0,13288,0,0,0,0,0,0,0,0,0,0,0,0,0,1623,0,0,0,0,1280,0,0,0,0,0,8159,0,3957,25.6386210306948,28311,37.6876233995373,7504080,24.2334224558326,"HiSeq2500 Rapid-Run"
"miss",1,6,0,0,278,0,0,0,0,0,0,0,0,0,0,641739,0,0,0,0,0,0,0,0,0,0,0,0,0,269243,0,0,0,0,182613,0,0,0,0,0,1026800,0,381727,30.2684702685422,2502400,36.8528554778514,141341422,17.5191272494695,"HiSeq2500 Rapid-Run"
"miss",2,6,0,0,113,0,0,0,0,0,0,0,0,0,0,522105,0,0,0,0,0,0,0,0,0,0,0,0,0,165246,0,0,0,0,138943,0,0,0,0,0,951393,0,569585,31.7935673100067,2347385,37.3771237564031,141341422,17.7968513125173,"HiSeq2500 Rapid-Run"
"miss",3,6,0,0,117,0,0,0,0,0,0,0,0,0,0,343025,0,0,0,0,0,0,0,0,0,0,0,0,0,144151,0,0,0,0,124273,0,0,0,0,0,837447,0,648417,33.4161511945572,2097430,37.6674932703026,141341422,18.28581980805,"HiSeq2500 Rapid-Run"
"miss",4,6,0,0,512,0,0,0,0,0,0,0,0,0,0,361431,0,0,0,0,0,0,0,0,0,0,0,0,0,135940,0,0,0,0,123178,0,0,0,0,0,826047,0,692388,33.3709476437441,2139496,37.6745215921204,141341422,18.1995797746261,"HiSeq2500 Rapid-Run"
"miss",5,6,0,0,224,0,0,0,0,0,0,0,0,0,0,526870,0,0,0,0,0,0,0,0,0,0,0,0,0,273498,0,0,0,0,164942,0,0,0,0,0,973142,0,897164,32.5752877454299,2835840,37.7371248606796,141341422,16.9758773231121,"HiSeq2500 Rapid-Run"
"miss",6,6,0,0,1170,0,0,0,0,0,0,0,0,0,0,461015,0,0,0,0,0,0,0,0,0,0,0,0,0,150867,0,0,0,0,121353,0,0,0,0,0,770470,0,704568,32.3216394358216,2209443,37.7775349819248,141341422,18.059866543681,"HiSeq2500 Rapid-Run"
"miss",7,6,0,0,7159,0,0,0,0,0,0,0,0,0,0,497548,0,0,0,0,0,0,0,0,0,0,0,0,0,179243,0,0,0,0,96310,0,0,0,0,0,491174,0,435443,29.5781447637996,1706877,37.5938418736488,122652144,18.5647291785955,"HiSeq2500 Rapid-Run"
"miss",8,6,0,0,156,0,0,0,0,0,0,0,0,0,0,259330,0,0,0,0,0,0,0,0,0,0,0,0,0,73013,0,0,0,0,42049,0,0,0,0,0,203704,0,183598,28.5793699547155,761850,37.7231761073784,79181265,20.1675296387658,"HiSeq2500 Rapid-Run"
"miss",9,6,0,0,4,0,0,0,0,0,0,0,0,0,0,13288,0,0,0,0,0,0,0,0,0,0,0,0,0,1623,0,0,0,0,1280,0,0,0,0,0,8159,0,3957,25.6386210306948,28311,37.6876233995373,7504080,24.2334224558326,"HiSeq2500 Rapid-Run"
"miss",1,7,0,0,278,0,0,0,0,0,0,0,0,0,0,641739,0,0,0,0,0,0,0,0,0,0,0,0,0,269243,0,0,0,0,182613,0,0,0,0,0,1026800,0,381727,30.2684702685422,2502400,36.8528554778514,141341422,17.5191272494695,"HiSeq2500 Rapid-Run"
"miss",2,7,0,0,113,0,0,0,0,0,0,0,0,0,0,522105,0,0,0,0,0,0,0,0,0,0,0,0,0,165246,0,0,0,0,138943,0,0,0,0,0,951393,0,569585,31.7935673100067,2347385,37.3771237564031,141341422,17.7968513125173,"HiSeq2500 Rapid-Run"
"miss",3,7,0,0,117,0,0,0,0,0,0,0,0,0,0,343025,0,0,0,0,0,0,0,0,0,0,0,0,0,144151,0,0,0,0,124273,0,0,0,0,0,837447,0,648417,33.4161511945572,2097430,37.6674932703026,141341422,18.28581980805,"HiSeq2500 Rapid-Run"
"miss",4,7,0,0,512,0,0,0,0,0,0,0,0,0,0,361431,0,0,0,0,0,0,0,0,0,0,0,0,0,135940,0,0,0,0,123178,0,0,0,0,0,826047,0,692388,33.3709476437441,2139496,37.6745215921204,141341422,18.1995797746261,"HiSeq2500 Rapid-Run"
"miss",5,7,0,0,224,0,0,0,0,0,0,0,0,0,0,526870,0,0,0,0,0,0,0,0,0,0,0,0,0,273498,0,0,0,0,164942,0,0,0,0,0,973142,0,897164,32.5752877454299,2835840,37.7371248606796,141341422,16.9758773231121,"HiSeq2500 Rapid-Run"
"miss",6,7,0,0,1170,0,0,0,0,0,0,0,0,0,0,461015,0,0,0,0,0,0,0,0,0,0,0,0,0,150867,0,0,0,0,121353,0,0,0,0,0,770470,0,704568,32.3216394358216,2209443,37.7775349819248,141341422,18.059866543681,"HiSeq2500 Rapid-Run"
"miss",7,7,0,0,7159,0,0,0,0,0,0,0,0,0,0,497548,0,0,0,0,0,0,0,0,0,0,0,0,0,179243,0,0,0,0,96310,0,0,0,0,0,491174,0,435443,29.5781447637996,1706877,37.5938418736488,122652144,18.5647291785955,"HiSeq2500 Rapid-Run"
"miss",8,7,0,0,156,0,0,0,0,0,0,0,0,0,0,259330,0,0,0,0,0,0,0,0,0,0,0,0,0,73013,0,0,0,0,42049,0,0,0,0,0,203704,0,183598,28.5793699547155,761850,37.7231761073784,79181265,20.1675296387658,"HiSeq2500 Rapid-Run"
"miss",9,7,0,0,4,0,0,0,0,0,0,0,0,0,0,13288,0,0,0,0,0,0,0,0,0,0,0,0,0,1623,0,0,0,0,1280,0,0,0,0,0,8159,0,3957,25.6386210306948,28311,37.6876233995373,7504080,24.2334224558326,"HiSeq2500 Rapid-Run"
"miss",1,8,0,0,278,0,0,0,0,0,0,0,0,0,0,641739,0,0,0,0,0,0,0,0,0,0,0,0,0,269243,0,0,0,0,182613,0,0,0,0,0,1026800,0,381727,30.2684702685422,2502400,36.8528554778514,141341422,17.5191272494695,"HiSeq2500 Rapid-Run"
"miss",2,8,0,0,113,0,0,0,0,0,0,0,0,0,0,522105,0,0,0,0,0,0,0,0,0,0,0,0,0,165246,0,0,0,0,138943,0,0,0,0,0,951393,0,569585,31.7935673100067,2347385,37.3771237564031,141341422,17.7968513125173,"HiSeq2500 Rapid-Run"
"miss",3,8,0,0,117,0,0,0,0,0,0,0,0,0,0,343025,0,0,0,0,0,0,0,0,0,0,0,0,0,144151,0,0,0,0,124273,0,0,0,0,0,837447,0,648417,33.4161511945572,2097430,37.6674932703026,141341422,18.28581980805,"HiSeq2500 Rapid-Run"
"miss",4,8,0,0,512,0,0,0,0,0,0,0,0,0,0,361431,0,0,0,0,0,0,0,0,0,0,0,0,0,135940,0,0,0,0,123178,0,0,0,0,0,826047,0,692388,33.3709476437441,2139496,37.6745215921204,141341422,18.1995797746261,"HiSeq2500 Rapid-Run"
"miss",5,8,0,0,224,0,0,0,0,0,0,0,0,0,0,526870,0,0,0,0,0,0,0,0,0,0,0,0,0,273498,0,0,0,0,164942,0,0,0,0,0,973142,0,897164,32.5752877454299,2835840,37.7371248606796,141341422,16.9758773231121,"HiSeq2500 Rapid-Run"
"miss",6,8,0,0,1170,0,0,0,0,0,0,0,0,0,0,461015,0,0,0,0,0,0,0,0,0,0,0,0,0,150867,0,0,0,0,121353,0,0,0,0,0,770470,0,704568,32.3216394358216,2209443,37.7775349819248,141341422,18.059866543681,"HiSeq2500 Rapid-Run"
"miss",7,8,0,0,7159,0,0,0,0,0,0,0,0,0,0,497548,0,0,0,0,0,0,0,0,0,0,0,0,0,179243,0,0,0,0,96310,0,0,0,0,0,491174,0,435443,29.5781447637996,1706877,37.5938418736488,122652144,18.5647291785955,"HiSeq2500 Rapid-Run"
"miss",8,8,0,0,156,0,0,0,0,0,0,0,0,0,0,259330,0,0,0,0,0,0,0,0,0,0,0,0,0,73013,0,0,0,0,42049,0,0,0,0,0,203704,0,183598,28.5793699547155,761850,37.7231761073784,79181265,20.1675296387658,"HiSeq2500 Rapid-Run"
"miss",9,8,0,0,4,0,0,0,0,0,0,0,0,0,0,13288,0,0,0,0,0,0,0,0,0,0,0,0,0,1623,0,0,0,0,1280,0,0,0,0,0,8159,0,3957,25.6386210306948,28311,37.6876233995373,7504080,24.2334224558326,"HiSeq2500 Rapid-Run"
